lng,lat,Title,VI,date
120.6664967372409,25.60392919726348,34,,2023-03-13 02:00:00
120.72372046586854,25.697377862746748,35,,2023-03-13 01:00:00
120.7887899224976,25.780182451661528,36,,2023-03-13 00:00:00
120.86356749638766,25.85092749044036,37,,2023-03-12 23:00:00
120.94575956603576,25.91073247445818,38,,2023-03-12 22:00:00
121.03187823009505,25.96107104957356,39,,2023-03-12 21:00:00
121.12057059476092,26.00316495120287,40,,2023-03-12 20:00:00
121.2117279413226,26.038905211559133,41,,2023-03-12 19:00:00
121.302404141677,26.069526918504717,42,,2023-03-12 18:00:00
121.39040402537978,26.095160179009287,43,,2023-03-12 17:00:00
121.475445626758,26.119130259837817,44,,2023-03-12 16:00:00
121.55509315210182,26.146439825765796,45,,2023-03-12 15:00:00
121.62681910497508,26.179218652726057,46,,2023-03-12 14:00:00
121.68699284572789,26.21569154845701,47,,2023-03-12 13:00:00
121.74079384058524,26.252078010734763,48,,2023-03-12 12:00:00
121.78913112421482,26.2868283789486,49,,2023-03-12 11:00:00
121.83535348203996,26.317790531112223,50,,2023-03-12 10:00:00
121.88379495407696,26.34509461359344,51,,2023-03-12 09:00:00
121.93697983234944,26.367013684496904,52,,2023-03-12 08:00:00
121.99524934757468,26.382077617190827,53,,2023-03-12 07:00:00
122.08829450504376,26.414104057801385,54,,2023-03-12 06:00:00
122.17758631951868,26.444228114130368,55,,2023-03-12 05:00:00
122.26530592712274,26.47064419880798,56,,2023-03-12 04:00:00
122.3577119394237,26.48901350724798,57,,2023-03-12 03:00:00
122.45708800437431,26.49499641948187,58,,2023-03-12 02:00:00
122.5579977079254,26.49281095150295,59,,2023-03-12 01:00:00
122.6575447204508,26.487960461110397,60,,2023-03-12 00:00:00
122.75589464040814,26.48043168478013,61,,2023-03-11 23:00:00
122.85740249437283,26.46892637145988,62,,2023-03-11 22:00:00
122.96421386576516,26.45571166753658,63,,2023-03-11 21:00:00
123.07323333681312,26.44421134488219,64,,2023-03-11 20:00:00
123.18050638776946,26.43747363825735,65,,2023-03-11 19:00:00
123.28286247847232,26.434115876744137,66,,2023-03-11 18:00:00
123.38060355775296,26.432645210542542,67,,2023-03-11 17:00:00
123.47357539593573,26.43222445830016,68,,2023-03-11 16:00:00
123.56041732029844,26.433022243210807,69,,2023-03-11 15:00:00
123.64125386973244,26.435564347431992,70,,2023-03-11 14:00:00
123.71837280908122,26.440030737225303,71,,2023-03-11 13:00:00
123.79353315128864,26.446985431521377,72,,2023-03-11 12:00:00
123.86504690882194,26.4558029492258,73,,2023-03-11 11:00:00
123.92979304475188,26.467590018860825,74,,2023-03-11 10:00:00
123.98615400787908,26.48018138856904,75,,2023-03-11 09:00:00
124.03652756047988,26.492874946393044,76,,2023-03-11 08:00:00
124.08296677244388,26.5025388616761,77,,2023-03-11 07:00:00
124.1584932493836,26.528335023676977,78,,2023-03-11 06:00:00
124.23173693123356,26.55468513664013,79,,2023-03-11 05:00:00
124.30385942226066,26.577380984009437,80,,2023-03-11 04:00:00
124.37405400402524,26.59333447079076,81,,2023-03-11 03:00:00
124.44330008684018,26.60314080446028,82,,2023-03-11 02:00:00
124.51448626360512,26.606919473393507,83,,2023-03-11 01:00:00
124.5912982351588,26.60461163664633,84,,2023-03-11 00:00:00
124.67308943052925,26.596479832292136,85,,2023-03-10 23:00:00
124.75609817969544,26.588431311769305,86,,2023-03-10 22:00:00
124.83499667793878,26.58738133344304,87,,2023-03-10 21:00:00
124.90900963986108,26.593572418781765,88,,2023-03-10 20:00:00
124.97817169899956,26.60464975663583,89,,2023-03-10 19:00:00
125.04104825844122,26.61776694285566,90,,2023-03-10 18:00:00
125.0980898626826,26.63251517802994,91,,2023-03-10 17:00:00
125.14933751907294,26.646753690329867,92,,2023-03-10 16:00:00
125.19583632276856,26.65788177842121,93,,2023-03-10 15:00:00
125.23776347535174,26.665138458795287,94,,2023-03-10 14:00:00
125.27834091590972,26.669255953815703,95,,2023-03-10 13:00:00
125.31980095352144,26.67251105455939,96,,2023-03-10 12:00:00
125.36173601616764,26.67532608694716,97,,2023-03-10 11:00:00
125.40326039238332,26.677157055601587,98,,2023-03-10 10:00:00
125.44490183525204,26.676640770362727,99,,2023-03-10 09:00:00
125.48783368946329,26.672854623798017,100,,2023-03-10 08:00:00
125.53180347259386,26.6661150686607,101,,2023-03-10 07:00:00
125.598919452351,26.681271897409097,102,,2023-03-10 06:00:00
125.66696516860864,26.69586412638505,103,,2023-03-10 05:00:00
125.73567066880632,26.709995116239813,104,,2023-03-10 04:00:00
125.80268985132514,26.72295834631635,105,,2023-03-10 03:00:00
125.86670346638606,26.733364932002868,106,,2023-03-10 02:00:00
125.931451853416,26.73629051122206,107,,2023-03-10 01:00:00
126.00119283607113,26.72996176505479,108,,2023-03-10 00:00:00
126.07465510070766,26.716378313451607,109,,2023-03-09 23:00:00
126.14646073988293,26.7028876802072,110,,2023-03-09 22:00:00
126.21403245719908,26.69463258100748,111,,2023-03-09 21:00:00
126.27753302444184,26.691212350660432,112,,2023-03-09 20:00:00
126.33817664156815,26.69077793508296,113,,2023-03-09 19:00:00
126.395128544757,26.69199072544124,114,,2023-03-09 18:00:00
126.44828467223844,26.694050110676443,115,,2023-03-09 17:00:00
126.49827667138932,26.693899155822315,116,,2023-03-09 16:00:00
126.54525040299308,26.688617577791472,117,,2023-03-09 15:00:00
126.58959182103848,26.678640104055884,118,,2023-03-09 14:00:00
126.63237936839911,26.665627392912413,119,,2023-03-09 13:00:00
126.67621189835216,26.65044968106011,120,,2023-03-09 12:00:00
120.28805555555556,22.63249999999912,0,3427.0,2023-03-14 12:00:00
120.22248238827954,22.68101260584927,1,2103.7,2023-03-14 11:00:00
120.16661517684096,22.729114081087765,2,2270.7,2023-03-14 10:00:00
120.13035679157922,22.774025867067174,3,1580.3,2023-03-14 09:00:00
120.1151957125352,22.81069251598164,4,1620.2,2023-03-14 08:00:00
120.11861837395348,22.84679945850393,5,2119.2,2023-03-14 07:00:00
120.1338148875599,22.895739207522382,6,1935.2,2023-03-14 06:00:00
120.15630368493947,22.93380427042292,7,430.7,2023-03-14 05:00:00
120.18244685614344,22.96189013566481,8,1441.7,2023-03-14 04:00:00
120.208610990707,22.982598820684437,9,1612.6,2023-03-14 03:00:00
120.2350751410352,22.99965095183957,10,1123.7,2023-03-14 02:00:00
120.26027365881146,23.01840276760652,11,1078.9,2023-03-14 01:00:00
120.2859126083471,23.041521122161218,12,953.3,2023-03-14 00:00:00
120.31391989212632,23.069739727444464,13,837.8,2023-03-13 23:00:00
120.3412497156746,23.103341486645824,14,509.1,2023-03-13 22:00:00
120.36610432230394,23.144003067492257,15,377.7,2023-03-13 21:00:00
120.38698407477776,23.187424705599984,16,222.0,2023-03-13 20:00:00
120.40230193262816,23.232675892924927,17,478.5,2023-03-13 19:00:00
120.40618383050015,23.278039729239275,18,1103.3,2023-03-13 18:00:00
120.39568917724694,23.325806072211133,19,2581.0,2023-03-13 17:00:00
120.37091225604112,23.383252346835057,20,3658.9,2023-03-13 16:00:00
120.33423864889242,23.44445510013246,21,4734.4,2023-03-13 15:00:00
120.28853843145468,23.511133300441863,22,5582.6,2023-03-13 14:00:00
120.2374096929125,23.5824143062224,23,6146.8,2023-03-13 13:00:00
120.1944749120728,23.664053564702773,24,7185.3,2023-03-13 12:00:00
120.165578146281,23.75804228867992,25,6258.2,2023-03-13 11:00:00
120.15751094372789,23.86229464667077,26,9956.2,2023-03-13 10:00:00
120.16626931826733,23.977617847666195,27,10982.9,2023-03-13 09:00:00
120.18574502605958,24.10262538970152,28,12212.5,2023-03-13 08:00:00
120.2218603300294,24.23176320583429,29,22217.4,2023-03-13 07:00:00
120.24521692530774,24.30312384581555,30,22507.5,2023-03-13 06:00:00
120.27147907087584,24.376432791407236,31,22311.7,2023-03-13 05:00:00
120.29577098210734,24.452286209461462,32,22031.4,2023-03-13 04:00:00
120.31688567854496,24.52933800766151,33,21272.5,2023-03-13 03:00:00
120.33571094784956,24.60740026721852,34,20752.5,2023-03-13 02:00:00
120.35576887574004,24.687067370361884,35,19979.0,2023-03-13 01:00:00
120.3824231873249,24.76483102049308,36,17575.4,2023-03-13 00:00:00
120.41955619825248,24.84099148563404,37,19098.2,2023-03-12 23:00:00
120.4691591041793,24.91812270444725,38,18953.1,2023-03-12 22:00:00
120.53094121255302,24.99877528117791,39,18421.6,2023-03-12 21:00:00
120.60440591723594,25.08489759935196,40,16563.2,2023-03-12 20:00:00
120.68446627083624,25.178408591107903,41,12837.4,2023-03-12 19:00:00
120.76519391087972,25.278063653426493,42,13051.5,2023-03-12 18:00:00
120.84412934014254,25.37903052492839,43,11448.8,2023-03-12 17:00:00
120.91621308982872,25.477684109998133,44,10797.1,2023-03-12 16:00:00
120.97993347746136,25.57698362246291,45,,2023-03-12 15:00:00
121.03665230596798,25.67526575938771,46,,2023-03-12 14:00:00
121.08810849580652,25.764666408202704,47,,2023-03-12 13:00:00
121.14666625584356,25.839486827692216,48,,2023-03-12 12:00:00
121.21504491489998,25.90078760897972,49,,2023-03-12 11:00:00
121.2926749021561,25.95359593198321,50,,2023-03-12 10:00:00
121.37871730895895,26.003488177281262,51,,2023-03-12 09:00:00
121.46488367420844,26.05076791757293,52,,2023-03-12 08:00:00
121.5472695175422,26.097657886369863,53,,2023-03-12 07:00:00
121.60657582618536,26.130335309627647,54,,2023-03-12 06:00:00
121.67169324920071,26.14708151951707,55,,2023-03-12 05:00:00
121.74400575803512,26.141791961443577,56,,2023-03-12 04:00:00
121.8219497596736,26.113600196696414,57,,2023-03-12 03:00:00
121.9065309156738,26.063858573028757,58,,2023-03-12 02:00:00
121.99491275127504,25.999774961634067,59,,2023-03-12 01:00:00
122.08495348098072,25.9278594181317,60,,2023-03-12 00:00:00
122.17600290273012,25.854409470985345,61,,2023-03-11 23:00:00
122.27123854836871,25.785482142457468,62,,2023-03-11 22:00:00
122.37337647745962,25.72582718724219,63,,2023-03-11 21:00:00
122.48002027558644,25.676859018027805,64,,2023-03-11 20:00:00
122.58764131751605,25.637987686969023,65,,2023-03-11 19:00:00
122.6943694050976,25.60657348900688,66,,2023-03-11 18:00:00
122.80522338389788,25.580864819515103,67,,2023-03-11 17:00:00
122.92074943011554,25.56026244927873,68,,2023-03-11 16:00:00
123.04096157042356,25.54669090069333,69,,2023-03-11 15:00:00
123.16314106530892,25.541837493288927,70,,2023-03-11 14:00:00
123.28280700474022,25.54883245012268,71,,2023-03-11 13:00:00
123.39473013310676,25.57023586807404,72,,2023-03-11 12:00:00
123.49520312991692,25.60355393101624,73,,2023-03-11 11:00:00
123.58636855764176,25.640948442452903,74,,2023-03-11 10:00:00
123.66856988544994,25.676522557748434,75,,2023-03-11 09:00:00
123.74230659703191,25.71145348782301,76,,2023-03-11 08:00:00
123.81032797067476,25.74469015946373,77,,2023-03-11 07:00:00
123.8861689644201,25.75455367254756,78,,2023-03-11 06:00:00
123.95691521843744,25.75831968319165,79,,2023-03-11 05:00:00
124.02480103852616,25.75456343767457,80,,2023-03-11 04:00:00
124.0912077731836,25.742679836066785,81,,2023-03-11 03:00:00
124.15811978417103,25.722959670024984,82,,2023-03-11 02:00:00
124.23037274582708,25.697507901682425,83,,2023-03-11 01:00:00
124.311849158496,25.667758393112905,84,,2023-03-11 00:00:00
124.40192048753158,25.63395537980048,85,,2023-03-10 23:00:00
124.49842273321605,25.599112893229957,86,,2023-03-10 22:00:00
124.60187011220108,25.567088507421712,87,,2023-03-10 21:00:00
124.71280256276869,25.53877888198064,88,,2023-03-10 20:00:00
124.83001994480205,25.517300528039453,89,,2023-03-10 19:00:00
124.95527288734608,25.5048514233424,90,,2023-03-10 18:00:00
125.08829414766906,25.501165255161958,91,,2023-03-10 17:00:00
125.22473429500282,25.50572043620546,92,,2023-03-10 16:00:00
125.35267004130009,25.518661278896825,93,,2023-03-10 15:00:00
125.46913975357904,25.543193306183134,94,,2023-03-10 14:00:00
125.57414517584148,25.581440089230444,95,,2023-03-10 13:00:00
125.67264824513744,25.625472435840933,96,,2023-03-10 12:00:00
125.7686155916228,25.67226233880657,97,,2023-03-10 11:00:00
125.86387420224249,25.714529464439103,98,,2023-03-10 10:00:00
125.9620859102582,25.750470052335157,99,,2023-03-10 09:00:00
126.0641299363698,25.78054582842239,100,,2023-03-10 08:00:00
126.16739761803808,25.809965010053475,101,,2023-03-10 07:00:00
126.21139751491356,25.82249092373868,102,,2023-03-10 06:00:00
126.24724355069677,25.831469768267944,103,,2023-03-10 05:00:00
126.27741344069568,25.83103164520748,104,,2023-03-10 04:00:00
126.30534135783394,25.817987094012786,105,,2023-03-10 03:00:00
126.33254124567482,25.79377120551468,106,,2023-03-10 02:00:00
126.36257593792558,25.762240945052483,107,,2023-03-10 01:00:00
126.40064182661934,25.72719709902893,108,,2023-03-10 00:00:00
126.44761556624194,25.68807234308831,109,,2023-03-09 23:00:00
126.50608159574868,25.644262224785614,110,,2023-03-09 22:00:00
126.57619202960645,25.59739206327959,111,,2023-03-09 21:00:00
126.65839123764265,25.549758717997456,112,,2023-03-09 20:00:00
126.75226023053963,25.50791136852687,113,,2023-03-09 19:00:00
126.85096394895449,25.48087000031316,114,,2023-03-09 18:00:00
126.9478650227556,25.47307250126835,115,,2023-03-09 17:00:00
127.0355247585453,25.48443323163849,116,,2023-03-09 16:00:00
127.11500831694478,25.509838083708825,117,,2023-03-09 15:00:00
127.18670931057191,25.546788531172982,118,,2023-03-09 14:00:00
127.25809452979584,25.59461724080601,119,,2023-03-09 13:00:00
127.32771341087869,25.64599919567535,120,,2023-03-09 12:00:00
120.64083333333332,24.15194444444368,0,2809.1,2023-03-14 12:00:00
120.60935565477048,24.21051980260912,1,2816.1,2023-03-14 11:00:00
120.5908873536596,24.283370393622043,2,3162.5,2023-03-14 10:00:00
120.59187230345736,24.38108680938484,3,3544.2,2023-03-14 09:00:00
120.61780140277148,24.492056130113237,4,3885.8,2023-03-14 08:00:00
120.6690579778924,24.60469315596668,5,5053.6,2023-03-14 07:00:00
120.66185257119112,24.62045544987006,6,4926.8,2023-03-14 06:00:00
120.65673185377088,24.6385046015845,7,5130.9,2023-03-14 05:00:00
120.65506856225863,24.660965560390316,8,5569.1,2023-03-14 04:00:00
120.6566610351726,24.686884866627636,9,6115.1,2023-03-14 03:00:00
120.66140727197376,24.71433420095894,10,6784.4,2023-03-14 02:00:00
120.67321931860587,24.74253444325963,11,7191.5,2023-03-14 01:00:00
120.69706213158278,24.77627058071393,12,7409.6,2023-03-14 00:00:00
120.7345073482342,24.81569082829924,13,7624.5,2023-03-13 23:00:00
120.78371495998014,24.865276940545108,14,8048.1,2023-03-13 22:00:00
120.84335278001262,24.92453762691052,15,8626.7,2023-03-13 21:00:00
120.9222126677778,24.991090021598207,16,8803.4,2023-03-13 20:00:00
121.00745829080664,25.05712714928784,17,7127.3,2023-03-13 19:00:00
121.10327722547596,25.122521750639542,18,10884.8,2023-03-13 18:00:00
121.20530632567504,25.191366744052026,19,11093.7,2023-03-13 17:00:00
121.3087919892718,25.258438922370814,20,11672.3,2023-03-13 16:00:00
