Longitude,Latitude,Title
120.44083333333333,23.462777777777784,0
120.41500871847163,23.461461009255352,1
120.38957876472445,23.460294305924673,2
120.3680292806441,23.461228163564837,3
120.35230514296352,23.464404775327658,4
120.3429662878238,23.467076345192645,5
120.3406697219324,23.46936734972987,6
120.34387696985222,23.476604154495448,7
120.35231946349649,23.48891355962702,8
120.36611046784968,23.49428803969859,9
120.38980413041524,23.503841453306805,10
120.42082211889222,23.506269416515615,11
120.45143579289655,23.508127861472826,12
120.47967625964628,23.526419165373195,13
120.4995156238429,23.549260538270115,14
120.50360893099645,23.56726021514352,15
120.50346688831462,23.5806742005214,16
120.51803302587142,23.590354688590068,17
120.53203384130542,23.597565923685647,18
120.54219157853493,23.589296534658423,19
120.55274775712914,23.581502547511743,20
120.56009219587928,23.57373801513527,21
120.56762674867444,23.561291250915435,22
120.57494438168385,23.53747159479666,23
120.57778833533175,23.5212615324435,24
120.58432853652779,23.51041093730176,25
120.59536618937298,23.497330289465836,26
120.6204598675832,23.4974204046311,27
120.6373728904161,23.496023540627483,28
120.6504015091427,23.493594995366035,29
120.65583047225728,23.489464415268387,30
120.65582203509243,23.48352619944425,31
120.65582357814563,23.475690914986604,32
120.65581158725404,23.465819354619885,33
120.65585338501998,23.45162815307796,34
120.65665954683358,23.44105494649591,35
120.65820935858817,23.439425968328433,36
120.66132409049668,23.437127664452348,37
120.66756607010011,23.434239162643987,38
120.67810807846006,23.43097141163112,39
120.68638524788696,23.424485730809778,40
120.68916231427332,23.41345170791167,41
120.70355458951457,23.41348919530191,42
120.71871680611805,23.41355460282211,43
120.73137397196565,23.413500093386926,44
120.75063525619123,23.415211352200803,45
120.77793817108042,23.429212069870655,46
120.80555766498654,23.462176478263743,47
120.81269285926041,23.496661098381246,48
120.81952554061075,23.528764026481536,49
120.82232705472211,23.548945451461485,50
120.82851330229555,23.556443026637005,51
120.83724087733523,23.557234034173792,52
120.85501631421293,23.564124618783215,53
120.87030195253766,23.572564206912173,54
120.91118549735872,23.612881395101766,55
120.96919749159896,23.698868838760777,56
120.98518860295442,23.75194803843902,57
120.97172238683457,23.772720625526347,58
120.95275665582253,23.788572616282842,59
120.93914998798805,23.800536629913754,60
120.92099224147375,23.807138112391833,61
120.8931366852043,23.809472887531875,62
120.86705792029183,23.806208405070446,63
120.85921560069161,23.80608773966114,64
120.8499400836549,23.80609964217529,65
120.83886611493739,23.806125167641817,66
120.8376557239738,23.806142991049892,67
120.83763331868288,23.806154491174297,68
120.83760080537677,23.806208211073425,69
120.83763960890013,23.80612088789886,70
120.28805555555557,22.632500000000036,0
120.29401605670883,22.62413531145636,1
120.30653064015196,22.616420770061143,2
120.3215684685592,22.607359929720147,3
120.33932274433252,22.59609617418978,4
120.36123089712417,22.584789011497556,5
120.38107279190515,22.57513657314558,6
120.39464567098462,22.572130062295308,7
120.40103872199215,22.572225202860295,8
120.40054487546728,22.57199726883801,9
120.39468031832894,22.572159287809075,10
120.38602481222186,22.57195856612795,11
120.38007230729887,22.571990279486368,12
120.3766500970194,22.571990521907374,13
120.37745227737365,22.571897627405104,14
120.38357468705912,22.571883978415418,15
120.39328134205475,22.572012908334553,16
120.40856794494462,22.572051839972467,17
120.43402900933765,22.582865648922592,18
120.46317793695913,22.61951380454769,19
120.48419080762073,22.661846076062517,20
120.50716738508922,22.702805505912696,21
120.52429355315857,22.751680289644096,22
