lng,lat,Title,VI,date
120.44083333333332,23.462777777776964,0,3540.0,2023-03-15 12:00:00
120.38326652188752,23.51368213407346,1,3161.4,2023-03-15 11:00:00
120.33537600601704,23.56418138634493,2,2534.1,2023-03-15 10:00:00
120.30486364614724,23.612896688241666,3,1845.3,2023-03-15 09:00:00
120.29383792703253,23.658968801350024,4,1406.9,2023-03-15 08:00:00
120.3014484737001,23.70178932046399,5,175.8,2023-03-15 07:00:00
120.31482089413264,23.732974957932385,6,265.8,2023-03-15 06:00:00
120.33969887503456,23.76237433706326,7,290.6,2023-03-15 05:00:00
120.3697655713279,23.791929294999488,8,278.4,2023-03-15 04:00:00
120.40049323635884,23.82069782681809,9,295.7,2023-03-15 03:00:00
120.43225786970665,23.847928180739057,10,172.8,2023-03-15 02:00:00
120.46464036692323,23.873234293468283,11,181.4,2023-03-15 01:00:00
120.49627248366188,23.89646772422525,12,237.9,2023-03-15 00:00:00
120.52594991142875,23.91873711298128,13,347.7,2023-03-14 23:00:00
120.55739554594663,23.941704571656658,14,394.6,2023-03-14 22:00:00
120.58592659722991,23.964873716911264,15,307.5,2023-03-14 21:00:00
120.60971506082652,23.98895015326243,16,170.9,2023-03-14 20:00:00
120.62044615128634,24.018444724843093,17,312.8,2023-03-14 19:00:00
120.61085595327144,24.057893280909088,18,835.3,2023-03-14 18:00:00
120.5866063585924,24.111139486678617,19,2052.4,2023-03-14 17:00:00
120.55243469041976,24.18745742078389,20,3001.2,2023-03-14 16:00:00
120.51590785742636,24.286685698049304,21,2830.0,2023-03-14 15:00:00
120.47980662774955,24.399261444160224,22,3125.0,2023-03-14 14:00:00
120.44762839165594,24.50917848583105,23,3405.7,2023-03-14 13:00:00
120.41850247212363,24.612645810337234,24,4454.9,2023-03-14 12:00:00
120.39496618512636,24.70772787882673,25,4940.1,2023-03-14 11:00:00
120.3830171797824,24.79549842347344,26,5524.8,2023-03-14 10:00:00
120.38577033285704,24.8791151031414,27,5975.8,2023-03-14 09:00:00
120.39862113817976,24.961099992682247,28,6209.1,2023-03-14 08:00:00
120.41608499590504,25.050964384595197,29,6287.2,2023-03-14 07:00:00
120.47020928847368,25.169539911896536,30,6072.0,2023-03-14 06:00:00
120.52049255777229,25.283457553688493,31,5833.3,2023-03-14 05:00:00
120.5681295259351,25.394366224855705,32,5760.6,2023-03-14 04:00:00
120.6157936390487,25.501843034015657,33,5707.9,2023-03-14 03:00:00
120.6664967372409,25.60392919726348,34,,2023-03-14 02:00:00
120.72372046586854,25.697377862746748,35,,2023-03-14 01:00:00
120.7887899224976,25.780182451661528,36,,2023-03-14 00:00:00
120.86356749638766,25.85092749044036,37,,2023-03-13 23:00:00
120.94575956603576,25.91073247445818,38,,2023-03-13 22:00:00
121.03187823009505,25.96107104957356,39,,2023-03-13 21:00:00
121.12057059476092,26.00316495120287,40,,2023-03-13 20:00:00
121.2117279413226,26.038905211559133,41,,2023-03-13 19:00:00
121.302404141677,26.069526918504717,42,,2023-03-13 18:00:00
121.39040402537978,26.095160179009287,43,,2023-03-13 17:00:00
121.475445626758,26.119130259837817,44,,2023-03-13 16:00:00
121.55509315210182,26.146439825765796,45,,2023-03-13 15:00:00
121.62681910497508,26.179218652726057,46,,2023-03-13 14:00:00
121.68699284572789,26.21569154845701,47,,2023-03-13 13:00:00
121.74079384058524,26.252078010734763,48,,2023-03-13 12:00:00
121.78913112421482,26.2868283789486,49,,2023-03-13 11:00:00
121.83535348203996,26.317790531112223,50,,2023-03-13 10:00:00
121.88379495407696,26.34509461359344,51,,2023-03-13 09:00:00
121.93697983234944,26.367013684496904,52,,2023-03-13 08:00:00
121.99524934757468,26.382077617190827,53,,2023-03-13 07:00:00
122.08829450504376,26.414104057801385,54,,2023-03-13 06:00:00
122.17758631951868,26.444228114130368,55,,2023-03-13 05:00:00
122.26530592712274,26.47064419880798,56,,2023-03-13 04:00:00
122.3577119394237,26.48901350724798,57,,2023-03-13 03:00:00
122.45708800437431,26.49499641948187,58,,2023-03-13 02:00:00
122.5579977079254,26.49281095150295,59,,2023-03-13 01:00:00
122.6575447204508,26.487960461110397,60,,2023-03-13 00:00:00
122.75589464040814,26.48043168478013,61,,2023-03-12 23:00:00
122.85740249437283,26.46892637145988,62,,2023-03-12 22:00:00
122.96421386576516,26.45571166753658,63,,2023-03-12 21:00:00
123.07323333681312,26.44421134488219,64,,2023-03-12 20:00:00
123.18050638776946,26.43747363825735,65,,2023-03-12 19:00:00
123.28286247847232,26.434115876744137,66,,2023-03-12 18:00:00
123.38060355775296,26.432645210542542,67,,2023-03-12 17:00:00
123.47357539593573,26.43222445830016,68,,2023-03-12 16:00:00
123.56041732029844,26.433022243210807,69,,2023-03-12 15:00:00
123.64125386973244,26.435564347431992,70,,2023-03-12 14:00:00
123.71837280908122,26.440030737225303,71,,2023-03-12 13:00:00
123.79353315128864,26.446985431521377,72,,2023-03-12 12:00:00
123.86504690882194,26.4558029492258,73,,2023-03-12 11:00:00
123.92979304475188,26.467590018860825,74,,2023-03-12 10:00:00
123.98615400787908,26.48018138856904,75,,2023-03-12 09:00:00
124.03652756047988,26.492874946393044,76,,2023-03-12 08:00:00
124.08296677244388,26.5025388616761,77,,2023-03-12 07:00:00
124.1584932493836,26.528335023676977,78,,2023-03-12 06:00:00
124.23173693123356,26.55468513664013,79,,2023-03-12 05:00:00
124.30385942226066,26.577380984009437,80,,2023-03-12 04:00:00
124.37405400402524,26.59333447079076,81,,2023-03-12 03:00:00
124.44330008684018,26.60314080446028,82,,2023-03-12 02:00:00
